Hxa_bar,Hxb_bar,azimuth,cov_group,d,date,days,dep,elevation,error_var,height,index,kind,lat,lon,next,number,platform_dir1,platform_dir2,platform_dir3,platform_height,platform_key,platform_lon,platform_lat,platform_nyquist,platform_vert_coord,previous,sdHxa,sdHxb,seconds,utime,value,vert_coord,x,x_m,y,y_m,z
,,-139.4556,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.85306,,,,,,,,,,,,,,,73200,1715199600,10.718261030248414,,-35500.0,,-41500.0,,5000
,,-135.0,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.85306,,,,,,,,,,,,,,,73200,1715199600,10.094986598633831,,-35500.0,,-35500.0,,5000
,,-151.12758,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.78695,,,,,,,,,,,,,,,73200,1715199600,10.662827990118103,,-29500.0,,-53499.992,,5000
,,-148.15753,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.78695,,,,,,,,,,,,,,,73200,1715199600,3.2983688579360972,,-29500.0,,-47500.0,,5000
,,-144.59312,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.78695,,,,,,,,,,,,,,,73200,1715199600,7.813940269475381,,-29500.0,,-41500.0,,5000
,,-140.2739,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.78695,,,,,,,,,,,,,,,73200,1715199600,15.460703994771336,,-29500.0,,-35500.0,,5000
,,-135.0,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.78695,,,,,,,,,,,,,,,73200,1715199600,12.162395102713361,,-29500.0,,-29500.0,,5000
,,-156.28639,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.72085,,,,,,,,,,,,,,,73200,1715199600,7.094759072306914,,-23500.0,,-53499.992,,5000
,,-153.6767,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.72085,,,,,,,,,,,,,,,73200,1715199600,5.298827256894242,,-23500.0,,-47500.0,,5000
,,-150.47864,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.72085,,,,,,,,,,,,,,,73200,1715199600,6.23263581324224,,-23500.0,,-41500.0,,5000
,,-146.49657,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.72085,,,,,,,,,,,,,,,73200,1715199600,15.695257451213365,,-23500.0,,-35500.0,,5000
,,-141.45882,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.72085,,,,,,,,,,,,,,,73200,1715199600,12.265201139961391,,-23500.0,,-29500.0,,5000
,,-163.61046,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.65474,,,,,,,,,,,,,,,73200,1715199600,10.468644413488335,,-17499.984,,-59499.992,,5000
,,-161.88695,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.65474,,,,,,,,,,,,,,,73200,1715199600,7.506184675295543,,-17499.984,,-53499.992,,5000
,,-159.77515,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.65474,,,,,,,,,,,,,,,73200,1715199600,8.724497426735525,,-17499.984,,-47500.0,,5000
,,-157.1355,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.65474,,,,,,,,,,,,,,,73200,1715199600,10.870937696233682,,-17499.984,,-41500.0,,5000
,,-153.75867,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.65474,,,,,,,,,,,,,,,73200,1715199600,15.290607743303497,,-17499.984,,-35500.0,,5000
,,-149.32274,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.65474,,,,,,,,,,,,,,,73200,1715199600,12.492346679186369,,-17499.984,,-29500.0,,5000
,,-143.32567,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,35.024353,-97.65474,,,,,,,,,,,,,,,73200,1715199600,12.114132975005532,,-17499.984,,-23500.0,,5000
,,-169.06091,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.58864,,,,,,,,,,,,,,,73200,1715199600,9.069702712463709,,-11499.984,,-59499.992,,5000
,,-167.8687,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.58864,,,,,,,,,,,,,,,73200,1715199600,8.469212072230107,,-11499.984,,-53499.992,,5000
,,-166.39029,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.58864,,,,,,,,,,,,,,,73200,1715199600,9.81720208043808,,-11499.984,,-47500.0,,5000
,,-164.51152,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.58864,,,,,,,,,,,,,,,73200,1715199600,12.89542671259153,,-11499.984,,-41500.0,,5000
,,-162.05061,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.58864,,,,,,,,,,,,,,,73200,1715199600,14.336987563240427,,-11499.984,,-35500.0,,5000
,,-158.70267,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.58864,,,,,,,,,,,,,,,73200,1715199600,13.459908171019492,,-11499.984,,-29500.0,,5000
,,-153.92467,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,35.024353,-97.58864,,,,,,,,,,,,,,,73200,1715199600,13.187552846706694,,-11499.984,,-23500.0,,5000
,,-174.71877,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.52254,,,,,,,,,,,,,,,73200,1715199600,9.511022959784384,,-5499.9844,,-59499.992,,5000
,,-174.1304,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.52254,,,,,,,,,,,,,,,73200,1715199600,9.505532515942832,,-5499.9844,,-53499.992,,5000
,,-173.39517,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.52254,,,,,,,,,,,,,,,73200,1715199600,10.290352850913052,,-5499.9844,,-47500.0,,5000
,,-172.4506,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.52254,,,,,,,,,,,,,,,73200,1715199600,14.916266414572874,,-5499.9844,,-41500.0,,5000
,,-171.19324,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.52254,,,,,,,,,,,,,,,73200,1715199600,14.332630550022373,,-5499.9844,,-35500.0,,5000
,,-169.43901,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.52254,,,,,,,,,,,,,,,73200,1715199600,13.186789757418751,,-5499.9844,,-29500.0,,5000
,,-166.82747,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,35.024353,-97.52254,,,,,,,,,,,,,,,73200,1715199600,13.419711745142422,,-5499.9844,,-23500.0,,5000
,,179.51851,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.45643,,,,,,,,,,,,,,,73200,1715199600,10.847245947989222,,500.01562,,-59499.992,,5000
,,179.46452,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.45643,,,,,,,,,,,,,,,73200,1715199600,10.67997237886891,,500.01562,,-53499.992,,5000
,,179.3969,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.45643,,,,,,,,,,,,,,,73200,1715199600,11.987770391410209,,500.01562,,-47500.0,,5000
,,179.3097,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.45643,,,,,,,,,,,,,,,73200,1715199600,14.857279311978232,,500.01562,,-41500.0,,5000
,,179.19304,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.45643,,,,,,,,,,,,,,,73200,1715199600,13.920660862132593,,500.01562,,-35500.0,,5000
,,179.02895,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.45643,,,,,,,,,,,,,,,73200,1715199600,14.00741396950707,,500.01562,,-29500.0,,5000
,,178.78108,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,35.024353,-97.45643,,,,,,,,,,,,,,,73200,1715199600,12.856785613938996,,500.01562,,-23500.0,,5000
,,173.76549,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.39032,,,,,,,,,,,,,,,73200,1715199600,11.193331590417415,,6500.0156,,-59499.992,,5000
,,173.07277,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.39032,,,,,,,,,,,,,,,73200,1715199600,11.942500347528721,,6500.0156,,-53499.992,,5000
,,172.2079,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.39032,,,,,,,,,,,,,,,73200,1715199600,12.151518465610877,,6500.0156,,-47500.0,,5000
,,171.09827,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.39032,,,,,,,,,,,,,,,73200,1715199600,14.4803375609888,,6500.0156,,-41500.0,,5000
,,169.62413,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.39032,,,,,,,,,,,,,,,73200,1715199600,14.090876174958282,,6500.0156,,-35500.0,,5000
,,167.57402,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.39032,,,,,,,,,,,,,,,73200,1715199600,12.710858089029244,,6500.0156,,-29500.0,,5000
,,164.53874,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,35.024353,-97.39032,,,,,,,,,,,,,,,73200,1715199600,13.02727722302643,,6500.0156,,-23500.0,,5000
,,168.13559,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.32422,,,,,,,,,,,,,,,73200,1715199600,11.428738932816316,,12500.016,,-59499.992,,5000
,,166.84903,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.32422,,,,,,,,,,,,,,,73200,1715199600,10.65962070421557,,12500.016,,-53499.992,,5000
,,165.25642,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.32422,,,,,,,,,,,,,,,73200,1715199600,13.062613448606328,,12500.016,,-47500.0,,5000
,,163.23743,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.32422,,,,,,,,,,,,,,,73200,1715199600,14.230743890914027,,12500.016,,-41500.0,,5000
,,160.60216,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.32422,,,,,,,,,,,,,,,73200,1715199600,13.486667166648374,,12500.016,,-35500.0,,5000
,,157.03621,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.32422,,,,,,,,,,,,,,,73200,1715199600,13.575629347016928,,12500.016,,-29500.0,,5000
,,151.99078,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,35.024353,-97.32422,,,,,,,,,,,,,,,73200,1715199600,11.78075809297809,,12500.016,,-23500.0,,5000
,,162.72824,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.25812,,,,,,,,,,,,,,,73200,1715199600,12.029735216607804,,18500.016,,-59499.992,,5000
,,160.92488,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.754387,-97.25812,,,,,,,,,,,,,,,73200,1715199600,12.352530919226183,,18500.016,,-53499.992,,5000
,,158.72038,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.80838,-97.25812,,,,,,,,,,,,,,,73200,1715199600,12.779188517305442,,18500.016,,-47500.0,,5000
,,155.97346,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.25812,,,,,,,,,,,,,,,73200,1715199600,13.97404902194421,,18500.016,,-41500.0,,5000
,,152.47475,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.25812,,,,,,,,,,,,,,,73200,1715199600,13.350833545375394,,18500.016,,-35500.0,,5000
,,147.90738,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.970364,-97.25812,,,,,,,,,,,,,,,73200,1715199600,13.73032659315811,,18500.016,,-29500.0,,5000
,,157.61984,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.700394,-97.19201,,,,,,,,,,,,,,,73200,1715199600,12.060991521671838,,24500.016,,-59499.992,,5000
,,149.44402,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.19201,,,,,,,,,,,,,,,73200,1715199600,12.543434023650775,,24500.016,,-41500.0,,5000
,,145.38884,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.19201,,,,,,,,,,,,,,,73200,1715199600,13.252128175880557,,24500.016,,-35500.0,,5000
,,143.68634,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.862373,-97.12591,,,,,,,,,,,,,,,73200,1715199600,13.693945915344784,,30500.016,,-41500.0,,5000
,,139.3323,,,2024-05-08 20:20:00,633344000,,0,4,5000,,11,34.91637,-97.12591,,,,,,,,,,,,,,,73200,1715199600,13.4207371098571,,30500.016,,-35500.0,,5000
,,-146.43367,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.85306,,,,,,,,,,,,,,,73200,1715199600,9.452303886413574,,-35500.0,,-53499.992,,5000
,,-143.22673,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.85306,,,,,,,,,,,,,,,73200,1715199600,16.787670135498047,,-35500.0,,-47500.0,,5000
,,-139.4556,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.85306,,,,,,,,,,,,,,,73200,1715199600,27.283000946044922,,-35500.0,,-41500.0,,5000
,,-135.0,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.85306,,,,,,,,,,,,,,,73200,1715199600,16.426788330078125,,-35500.0,,-35500.0,,5000
,,-151.12758,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.78695,,,,,,,,,,,,,,,73200,1715199600,23.915691375732422,,-29500.0,,-53499.992,,5000
,,-148.15753,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.78695,,,,,,,,,,,,,,,73200,1715199600,46.52672576904297,,-29500.0,,-47500.0,,5000
,,-144.59312,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.78695,,,,,,,,,,,,,,,73200,1715199600,40.44610595703125,,-29500.0,,-41500.0,,5000
,,-140.2739,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.78695,,,,,,,,,,,,,,,73200,1715199600,31.332866668701172,,-29500.0,,-35500.0,,5000
,,-135.0,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.78695,,,,,,,,,,,,,,,73200,1715199600,9.158478736877441,,-29500.0,,-29500.0,,5000
,,-156.28639,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.72085,,,,,,,,,,,,,,,73200,1715199600,11.131219863891602,,-23500.0,,-53499.992,,5000
,,-153.6767,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.72085,,,,,,,,,,,,,,,73200,1715199600,44.13639831542969,,-23500.0,,-47500.0,,5000
,,-150.47864,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.72085,,,,,,,,,,,,,,,73200,1715199600,43.026634216308594,,-23500.0,,-41500.0,,5000
,,-146.49657,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.72085,,,,,,,,,,,,,,,73200,1715199600,38.18402099609375,,-23500.0,,-35500.0,,5000
,,-141.45882,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.72085,,,,,,,,,,,,,,,73200,1715199600,8.348297119140625,,-23500.0,,-29500.0,,5000
,,-163.61046,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.65474,,,,,,,,,,,,,,,73200,1715199600,0.8495616912841797,,-17499.984,,-59499.992,,5000
,,-161.88695,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.65474,,,,,,,,,,,,,,,73200,1715199600,20.801071166992188,,-17499.984,,-53499.992,,5000
,,-159.77515,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.65474,,,,,,,,,,,,,,,73200,1715199600,32.319217681884766,,-17499.984,,-47500.0,,5000
,,-157.1355,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.65474,,,,,,,,,,,,,,,73200,1715199600,41.658897399902344,,-17499.984,,-41500.0,,5000
,,-153.75867,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.65474,,,,,,,,,,,,,,,73200,1715199600,41.976600646972656,,-17499.984,,-35500.0,,5000
,,-149.32274,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.65474,,,,,,,,,,,,,,,73200,1715199600,18.587509155273438,,-17499.984,,-29500.0,,5000
,,-143.32567,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,35.024353,-97.65474,,,,,,,,,,,,,,,73200,1715199600,5.6760172843933105,,-17499.984,,-23500.0,,5000
,,-169.06091,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.58864,,,,,,,,,,,,,,,73200,1715199600,13.462438583374023,,-11499.984,,-59499.992,,5000
,,-167.8687,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.58864,,,,,,,,,,,,,,,73200,1715199600,25.121450424194336,,-11499.984,,-53499.992,,5000
,,-166.39029,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.58864,,,,,,,,,,,,,,,73200,1715199600,29.88344955444336,,-11499.984,,-47500.0,,5000
,,-164.51152,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.58864,,,,,,,,,,,,,,,73200,1715199600,36.82970428466797,,-11499.984,,-41500.0,,5000
,,-162.05061,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.58864,,,,,,,,,,,,,,,73200,1715199600,37.51612091064453,,-11499.984,,-35500.0,,5000
,,-158.70267,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.58864,,,,,,,,,,,,,,,73200,1715199600,20.945816040039062,,-11499.984,,-29500.0,,5000
,,-153.92467,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,35.024353,-97.58864,,,,,,,,,,,,,,,73200,1715199600,9.596654891967773,,-11499.984,,-23500.0,,5000
,,-174.71877,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.52254,,,,,,,,,,,,,,,73200,1715199600,13.41379165649414,,-5499.9844,,-59499.992,,5000
,,-174.1304,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.52254,,,,,,,,,,,,,,,73200,1715199600,25.726036071777344,,-5499.9844,,-53499.992,,5000
,,-173.39517,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.52254,,,,,,,,,,,,,,,73200,1715199600,30.57229232788086,,-5499.9844,,-47500.0,,5000
,,-172.4506,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.52254,,,,,,,,,,,,,,,73200,1715199600,34.00541687011719,,-5499.9844,,-41500.0,,5000
,,-171.19324,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.52254,,,,,,,,,,,,,,,73200,1715199600,33.84651565551758,,-5499.9844,,-35500.0,,5000
,,-169.43901,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.52254,,,,,,,,,,,,,,,73200,1715199600,26.477577209472656,,-5499.9844,,-29500.0,,5000
,,-166.82747,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,35.024353,-97.52254,,,,,,,,,,,,,,,73200,1715199600,9.577230453491211,,-5499.9844,,-23500.0,,5000
,,179.51851,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.45643,,,,,,,,,,,,,,,73200,1715199600,6.927165985107422,,500.01562,,-59499.992,,5000
,,179.46452,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.45643,,,,,,,,,,,,,,,73200,1715199600,19.030458450317383,,500.01562,,-53499.992,,5000
,,179.3969,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.45643,,,,,,,,,,,,,,,73200,1715199600,26.528547286987305,,500.01562,,-47500.0,,5000
,,179.3097,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.45643,,,,,,,,,,,,,,,73200,1715199600,34.6475830078125,,500.01562,,-41500.0,,5000
,,179.19304,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.45643,,,,,,,,,,,,,,,73200,1715199600,25.888992309570312,,500.01562,,-35500.0,,5000
,,179.02895,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.45643,,,,,,,,,,,,,,,73200,1715199600,23.996566772460938,,500.01562,,-29500.0,,5000
,,178.78108,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,35.024353,-97.45643,,,,,,,,,,,,,,,73200,1715199600,4.940057754516602,,500.01562,,-23500.0,,5000
,,173.76549,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.39032,,,,,,,,,,,,,,,73200,1715199600,9.3350830078125,,6500.0156,,-59499.992,,5000
,,173.07277,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.39032,,,,,,,,,,,,,,,73200,1715199600,18.19410514831543,,6500.0156,,-53499.992,,5000
,,172.2079,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.39032,,,,,,,,,,,,,,,73200,1715199600,20.754173278808594,,6500.0156,,-47500.0,,5000
,,171.09827,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.39032,,,,,,,,,,,,,,,73200,1715199600,26.357738494873047,,6500.0156,,-41500.0,,5000
,,169.62413,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.39032,,,,,,,,,,,,,,,73200,1715199600,18.928144454956055,,6500.0156,,-35500.0,,5000
,,167.57402,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.39032,,,,,,,,,,,,,,,73200,1715199600,16.33204460144043,,6500.0156,,-29500.0,,5000
,,164.53874,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,35.024353,-97.39032,,,,,,,,,,,,,,,73200,1715199600,4.7688140869140625,,6500.0156,,-23500.0,,5000
,,168.13559,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.32422,,,,,,,,,,,,,,,73200,1715199600,10.377994537353516,,12500.016,,-59499.992,,5000
,,166.84903,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.32422,,,,,,,,,,,,,,,73200,1715199600,17.14560317993164,,12500.016,,-53499.992,,5000
,,165.25642,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.32422,,,,,,,,,,,,,,,73200,1715199600,17.334346771240234,,12500.016,,-47500.0,,5000
,,163.23743,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.32422,,,,,,,,,,,,,,,73200,1715199600,13.440439224243164,,12500.016,,-41500.0,,5000
,,160.60216,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.32422,,,,,,,,,,,,,,,73200,1715199600,14.957480430603027,,12500.016,,-35500.0,,5000
,,157.03621,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.32422,,,,,,,,,,,,,,,73200,1715199600,12.18722152709961,,12500.016,,-29500.0,,5000
,,151.99078,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,35.024353,-97.32422,,,,,,,,,,,,,,,73200,1715199600,4.090871334075928,,12500.016,,-23500.0,,5000
,,162.72824,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.25812,,,,,,,,,,,,,,,73200,1715199600,7.241119861602783,,18500.016,,-59499.992,,5000
,,160.92488,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.754387,-97.25812,,,,,,,,,,,,,,,73200,1715199600,10.62709903717041,,18500.016,,-53499.992,,5000
,,158.72038,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.80838,-97.25812,,,,,,,,,,,,,,,73200,1715199600,9.521154403686523,,18500.016,,-47500.0,,5000
,,155.97346,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.25812,,,,,,,,,,,,,,,73200,1715199600,11.166255950927734,,18500.016,,-41500.0,,5000
,,152.47475,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.25812,,,,,,,,,,,,,,,73200,1715199600,13.94690990447998,,18500.016,,-35500.0,,5000
,,147.90738,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.970364,-97.25812,,,,,,,,,,,,,,,73200,1715199600,7.156422138214111,,18500.016,,-29500.0,,5000
,,157.61984,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.700394,-97.19201,,,,,,,,,,,,,,,73200,1715199600,0.6481590270996094,,24500.016,,-59499.992,,5000
,,149.44402,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.19201,,,,,,,,,,,,,,,73200,1715199600,7.560705184936523,,24500.016,,-41500.0,,5000
,,145.38884,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.19201,,,,,,,,,,,,,,,73200,1715199600,9.580343246459961,,24500.016,,-35500.0,,5000
,,143.68634,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.862373,-97.12591,,,,,,,,,,,,,,,73200,1715199600,2.815096616744995,,30500.016,,-41500.0,,5000
,,139.3323,,,2024-05-08 20:20:00,633344000,,0,4,5000,,12,34.91637,-97.12591,,,,,,,,,,,,,,,73200,1715199600,3.4651291370391846,,30500.016,,-35500.0,,5000
,,-146.43367,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.754387,-97.85306,,,,,,,,,,,,,,,73200,1715199600,13.498623256564201,,-35500.0,,-53499.992,,8000
,,-143.22673,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.80838,-97.85306,,,,,,,,,,,,,,,73200,1715199600,12.448713958541475,,-35500.0,,-47500.0,,8000
,,-139.4556,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.862373,-97.85306,,,,,,,,,,,,,,,73200,1715199600,15.807045268764796,,-35500.0,,-41500.0,,8000
,,-135.0,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.91637,-97.85306,,,,,,,,,,,,,,,73200,1715199600,12.393468061705391,,-35500.0,,-35500.0,,8000
,,-151.12758,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.754387,-97.78695,,,,,,,,,,,,,,,73200,1715199600,17.410008217264533,,-29500.0,,-53499.992,,8000
,,-148.15753,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.80838,-97.78695,,,,,,,,,,,,,,,73200,1715199600,4.425879971229431,,-29500.0,,-47500.0,,8000
,,-144.59312,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.862373,-97.78695,,,,,,,,,,,,,,,73200,1715199600,10.172292801931832,,-29500.0,,-41500.0,,8000
,,-140.2739,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.91637,-97.78695,,,,,,,,,,,,,,,73200,1715199600,12.659181548716106,,-29500.0,,-35500.0,,8000
,,-135.0,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.970364,-97.78695,,,,,,,,,,,,,,,73200,1715199600,13.257731996828113,,-29500.0,,-29500.0,,8000
,,-156.28639,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.754387,-97.72085,,,,,,,,,,,,,,,73200,1715199600,9.30684893711748,,-23500.0,,-53499.992,,8000
,,-153.6767,,,2024-05-08 20:20:00,633344000,,0,4,8000,,11,34.80838,-97.72085,,,,,,,,,,,,,,,73200,1715199600,7.928346265930941,,-23500.0,,-47500.0,,8000
